750$2018-06-02 10:26:28$like$1328
487$2018-07-06 01:25:02$giveMark$203$3
872$2018-07-23 10:07:53$giveMark$2103$6
737$2018-02-17 13:57:49$giveMark$1764$6
215$2018-04-15 19:16:44$giveMark$183$9
665$2018-07-06 00:10:55$giveMark$463$2
274$2018-03-05 08:43:13$browse$1641
487$2018-05-09 15:11:55$giveMark$138$8
253$2018-01-09 03:30:43$browse$2067
365$2018-06-05 07:01:01$browse$1574
291$2018-05-28 02:13:14$share$2039
638$2018-08-13 21:46:07$giveMark$198$6
751$2018-03-12 08:50:48$giveMark$1601$7
309$2018-10-11 01:11:26$browse$79
930$2018-10-12 21:39:19$like$87
17$2018-05-05 20:48:04$browse$430
159$2018-01-11 19:19:02$like$1919
653$2018-04-09 05:37:24$giveMark$340$1
506$2018-08-19 20:41:37$giveMark$707$7
461$2018-06-21 07:01:53$like$373
1045$2018-02-12 00:01:03$browse$600
172$2018-01-27 21:44:11$browse$1307
402$2018-09-19 11:03:07$giveMark$2010$4
256$2018-08-17 19:58:56$like$1407
384$2018-02-03 15:05:59$share$528
925$2018-04-20 18:46:10$like$1425
407$2018-04-29 08:56:58$browse$6
891$2018-07-08 05:10:17$giveMark$1874$8
598$2018-09-07 17:42:18$browse$326
929$2018-09-09 01:45:27$giveMark$1201$2
931$2018-04-08 03:07:13$share$1733
50$2018-04-05 14:07:26$giveMark$1906$8
454$2018-08-11 06:57:38$like$476
763$2018-09-16 21:27:44$share$1656
448$2018-02-24 22:28:08$like$692
150$2018-07-04 07:53:43$like$68
364$2018-03-29 06:42:41$browse$368
943$2018-03-01 11:09:17$like$666
772$2018-08-31 19:25:00$browse$1454
935$2018-06-04 22:02:03$giveMark$899$10
217$2018-09-15 03:25:33$share$1550
388$2018-08-05 21:40:19$browse$2061
263$2018-02-10 17:19:16$browse$857
938$2018-05-08 12:52:58$share$1364
178$2018-09-11 01:15:33$giveMark$2018$5
402$2018-08-14 12:02:39$giveMark$973$2
287$2018-05-25 15:33:06$like$1752
200$2018-03-21 08:41:29$browse$1597
432$2018-10-29 21:24:52$share$1258
62$2018-01-19 15:50:45$share$1893
969$2018-05-01 04:37:33$like$1881
827$2018-01-23 04:21:45$giveMark$1137$8
1040$2018-07-30 18:02:46$browse$368
871$2018-09-04 14:54:34$like$187
388$2018-07-24 19:13:18$like$1079
733$2018-07-16 02:17:34$giveMark$884$8
489$2018-04-13 23:11:19$share$1771
438$2018-10-11 05:56:44$like$1812
819$2018-10-29 21:57:42$like$735
745$2018-10-21 14:06:58$giveMark$924$7
1034$2018-01-24 15:04:04$giveMark$615$9
211$2018-01-06 17:48:08$browse$3
902$2018-01-17 16:55:44$like$2039
184$2018-05-19 00:47:17$like$61
822$2018-01-31 15:20:19$giveMark$503$4
307$2018-04-10 20:55:46$browse$725
3$2018-05-30 05:20:11$browse$129
944$2018-01-04 12:54:06$giveMark$348$5
441$2018-09-23 07:56:09$browse$705
578$2018-08-11 18:19:31$like$567
397$2018-01-03 07:43:53$browse$1540
85$2018-10-01 06:47:14$share$628
442$2018-05-26 03:11:07$share$1705
593$2018-10-09 00:25:21$share$380
997$2018-05-27 03:56:54$like$2066
131$2018-04-29 01:32:07$like$1243
597$2018-10-26 05:21:56$browse$1851
164$2018-03-10 01:18:53$browse$1915
359$2018-04-24 04:00:04$browse$922
941$2018-08-02 19:00:58$like$1044
440$2018-07-14 22:20:31$browse$1181
345$2018-10-09 07:45:46$browse$391
518$2018-05-07 19:53:16$giveMark$1006$6
707$2018-02-27 05:22:03$like$245
1039$2018-10-24 20:13:35$giveMark$810$1
968$2018-07-01 09:50:28$share$1828
1001$2018-05-06 11:03:39$like$1077
373$2018-02-26 10:23:48$browse$834
490$2018-08-03 03:40:58$browse$1695
437$2018-04-27 23:42:01$like$1991
193$2018-07-17 19:57:14$like$561
987$2018-05-14 06:14:15$share$1599
152$2018-06-11 00:47:24$share$1328
625$2018-06-04 18:44:36$browse$1125
48$2018-01-12 20:00:10$like$1697
706$2018-03-15 00:07:11$giveMark$1033$1
44$2018-01-10 11:57:28$giveMark$2059$8
888$2018-03-13 23:57:57$giveMark$2091$5
462$2018-02-28 12:04:35$share$1175
393$2018-01-28 07:02:14$giveMark$1996$7
98$2018-01-13 04:40:01$like$915
173$2018-07-24 05:40:13$browse$1883
504$2018-09-23 04:36:27$giveMark$242$4
134$2018-04-06 00:05:06$browse$1886
267$2018-06-17 09:22:18$share$1205
49$2018-02-18 16:50:14$browse$964
623$2018-10-18 22:04:43$like$1237
317$2018-01-25 17:20:01$share$1113
257$2018-02-09 15:04:15$giveMark$413$6
96$2018-07-06 19:26:35$share$602
963$2018-09-01 20:01:32$giveMark$1348$7
865$2018-08-13 22:15:25$browse$668
923$2018-08-23 23:34:53$share$2025
527$2018-04-29 23:20:19$share$241
404$2018-03-30 10:25:51$giveMark$1165$4
597$2018-03-19 07:12:58$share$1714
11$2018-05-16 06:18:39$share$1388
45$2018-05-28 06:49:10$browse$1229
210$2018-08-22 18:47:25$share$283
1030$2018-03-10 09:24:01$browse$1632
945$2018-09-20 01:08:52$share$1723
273$2018-01-21 06:47:03$giveMark$1203$3
266$2018-02-27 14:35:01$share$1844
448$2018-05-19 00:09:08$share$658
1041$2018-07-21 03:44:49$browse$506
149$2018-02-07 07:23:18$giveMark$1392$8
978$2018-09-24 04:38:16$share$835
1044$2018-07-10 22:35:34$browse$965
868$2018-04-02 09:53:22$share$447
763$2018-10-11 07:55:24$like$681
930$2018-04-06 15:28:19$like$286
291$2018-08-29 02:11:34$browse$1326
575$2018-04-08 06:35:31$share$2029
196$2018-03-19 09:59:18$giveMark$593$5
991$2018-06-07 11:45:05$like$1912
510$2018-10-03 07:15:02$browse$1408
252$2018-04-25 16:46:17$share$1769
563$2018-02-17 19:54:20$share$1701
228$2018-05-23 16:13:55$giveMark$679$9
5$2018-05-25 16:57:25$share$1089
1053$2018-09-21 18:21:34$share$1903
309$2018-08-05 06:06:03$like$2081
325$2018-05-27 13:42:35$share$1743
350$2018-06-23 05:58:37$browse$484
445$2018-03-08 19:52:36$like$21
907$2018-05-25 08:03:38$giveMark$971$1
88$2018-08-08 03:24:57$share$779
189$2018-04-17 20:09:11$giveMark$479$2
501$2018-06-23 07:29:21$share$1054
101$2018-07-19 00:52:44$like$1774
923$2018-09-13 21:33:41$like$530
898$2018-08-01 10:38:44$giveMark$1510$5
349$2018-10-26 23:14:24$share$1415
40$2018-01-15 19:32:25$like$384
913$2018-07-24 03:36:09$giveMark$287$1
258$2018-05-27 06:20:21$like$38
371$2018-03-08 13:37:45$giveMark$1917$9
502$2018-08-28 07:35:40$browse$1292
939$2018-02-01 02:17:19$browse$222
21$2018-09-25 12:25:31$share$1026
1011$2018-03-07 07:26:02$giveMark$2011$9
526$2018-10-14 19:11:15$share$815
776$2018-10-30 04:46:21$browse$1957
109$2018-08-23 03:48:24$like$1031
749$2018-09-22 13:01:25$giveMark$1759$4
589$2018-06-02 01:38:23$giveMark$174$3
807$2018-02-12 19:29:15$browse$1056
213$2018-09-04 02:25:45$share$1675
997$2018-01-23 23:12:43$like$1709
576$2018-02-24 02:57:00$like$733
129$2018-05-13 03:30:43$giveMark$186$3
703$2018-04-12 23:22:21$browse$1017
242$2018-08-06 11:49:03$giveMark$2082$2
18$2018-01-13 13:56:08$share$441
26$2018-07-04 14:57:33$like$1666
393$2018-08-14 15:33:48$like$517
361$2018-07-14 20:58:32$giveMark$474$7
745$2018-01-30 13:57:28$giveMark$1646$10
830$2018-09-02 05:12:31$giveMark$491$8
294$2018-09-28 23:38:32$giveMark$701$4
472$2018-09-13 01:32:35$browse$489
609$2018-08-17 01:51:57$like$1552
270$2018-10-21 23:34:06$giveMark$1161$8
990$2018-02-19 16:51:36$like$549
393$2018-10-23 17:01:43$giveMark$1972$8
73$2018-08-22 16:31:48$browse$1669
219$2018-01-03 18:43:10$browse$506
1015$2018-04-09 19:04:20$like$882
745$2018-03-23 23:07:13$browse$1304
100$2018-04-16 06:10:27$like$1400
895$2018-01-11 00:34:29$like$978
846$2018-06-30 02:09:20$browse$743
535$2018-02-03 19:41:31$browse$848
284$2018-01-13 00:58:46$giveMark$983$7
997$2018-05-17 16:33:05$giveMark$621$1
193$2018-09-30 18:07:38$giveMark$1002$8
936$2018-01-24 13:25:56$like$946
1001$2018-02-11 05:53:23$browse$741
257$2018-07-10 23:56:13$share$559
934$2018-03-31 09:07:16$like$734
359$2018-06-28 13:53:48$like$835
1005$2018-06-07 02:09:06$giveMark$1015$7
385$2018-02-11 21:59:13$browse$534
810$2018-01-15 06:52:08$like$689
1007$2018-05-24 22:42:02$giveMark$45$2
12$2018-09-16 05:42:39$like$1041
960$2018-03-18 04:30:34$browse$398
104$2018-09-15 13:24:02$share$1567
546$2018-08-28 11:29:10$like$927
1051$2018-06-28 14:30:31$browse$1209
577$2018-06-08 05:48:02$share$763
880$2018-07-01 14:41:12$giveMark$1660$8
680$2018-07-14 22:55:49$share$972
670$2018-05-02 15:50:45$giveMark$155$8
368$2018-07-09 16:41:44$share$857
737$2018-06-19 14:44:57$giveMark$885$1
128$2018-10-09 09:15:34$browse$617
668$2018-02-15 00:55:32$like$42
177$2018-09-19 12:58:45$browse$454
168$2018-05-14 15:41:17$browse$1646
519$2018-10-15 05:49:59$giveMark$835$8
1056$2018-10-04 21:10:50$like$1741
98$2018-06-02 11:55:22$giveMark$926$4
998$2018-01-28 20:39:39$like$733
871$2018-10-31 05:04:30$share$542
211$2018-05-09 21:57:45$like$214
587$2018-01-12 13:36:01$like$1685
843$2018-10-30 01:35:28$like$204
108$2018-06-18 05:42:26$share$1310
90$2018-02-08 23:10:57$like$1483
126$2018-01-06 16:23:39$share$1871
401$2018-02-11 23:14:31$share$546
2$2018-02-09 06:58:33$browse$24
733$2018-04-17 02:16:41$giveMark$2096$2
766$2018-02-16 15:11:00$share$2074
828$2018-01-15 23:18:21$like$1170
257$2018-06-26 23:37:35$giveMark$1729$10
884$2018-08-05 12:39:12$browse$658
448$2018-10-26 18:20:08$giveMark$1002$6
230$2018-04-02 16:11:12$share$505
231$2018-06-04 03:03:59$like$1397
166$2018-09-03 05:36:11$share$797
927$2018-02-03 23:46:35$browse$619
769$2018-08-07 00:01:44$share$1467
207$2018-07-03 17:03:53$giveMark$1856$3
404$2018-07-31 03:46:12$share$1966
485$2018-05-19 17:15:56$like$1834
120$2018-07-16 17:31:36$like$1301
592$2018-06-17 08:59:12$share$1535
302$2018-07-30 06:45:02$giveMark$97$6
1058$2018-03-28 04:11:31$like$1235
834$2018-03-27 10:24:47$share$1531
658$2018-01-27 18:14:37$like$2079
752$2018-05-29 17:28:50$giveMark$1154$4
1055$2018-04-02 20:24:50$browse$1602
500$2018-04-17 17:30:32$giveMark$803$4
40$2018-01-20 15:59:53$browse$836
156$2018-03-12 23:52:44$browse$118
644$2018-08-11 04:42:46$like$1469
656$2018-02-09 09:49:15$share$823
208$2018-10-21 06:30:54$share$394
936$2018-10-01 16:37:46$share$1722
714$2018-02-08 08:45:14$giveMark$1208$4
884$2018-07-13 18:16:09$like$454
388$2018-06-25 04:58:53$giveMark$1366$7
225$2018-07-10 00:23:39$like$1459
945$2018-10-07 06:35:51$browse$1647
648$2018-10-08 06:33:42$browse$1915
784$2018-09-25 05:53:32$like$829
623$2018-09-23 10:10:10$giveMark$36$4
690$2018-02-04 18:17:52$giveMark$223$5
425$2018-04-11 23:06:26$like$1283
506$2018-02-10 18:43:53$giveMark$1563$9
567$2018-04-27 14:00:58$like$858
121$2018-08-10 15:14:15$browse$1844
530$2018-05-27 07:24:16$browse$642
892$2018-03-11 05:47:51$browse$1260
145$2018-02-25 13:01:43$like$2065
701$2018-07-24 02:15:07$share$162
766$2018-05-23 04:29:33$giveMark$525$6
28$2018-08-10 06:14:48$share$718
543$2018-09-14 00:28:27$browse$1647
321$2018-09-23 22:41:32$share$1767
1028$2018-02-23 03:19:02$giveMark$825$4
694$2018-07-08 23:11:28$like$1515
227$2018-08-22 23:26:23$like$1567
915$2018-08-24 14:02:49$giveMark$815$5
789$2018-07-01 18:44:47$share$17
247$2018-07-07 16:57:49$browse$1554
943$2018-03-01 00:41:18$share$455
859$2018-04-25 08:41:15$browse$806
143$2018-05-03 00:18:56$giveMark$467$6
945$2018-06-13 08:28:01$giveMark$1103$8
180$2018-03-30 14:21:50$share$1114
955$2018-06-28 11:03:29$browse$1473
544$2018-04-18 23:38:36$share$619
338$2018-08-10 17:12:12$like$1277
617$2018-03-23 16:19:38$giveMark$886$5
266$2018-09-29 03:38:55$browse$988
204$2018-02-20 17:50:15$share$837
16$2018-04-12 12:36:17$share$1938
44$2018-01-12 16:23:47$browse$1845
905$2018-04-11 22:19:27$like$404
342$2018-03-17 15:01:44$like$270
287$2018-03-17 03:26:26$giveMark$2026$1
537$2018-08-06 20:59:02$browse$655
850$2018-03-30 05:52:35$browse$565
495$2018-03-21 19:36:38$like$1194
945$2018-05-21 21:18:21$giveMark$1401$2
152$2018-06-29 16:14:13$like$597
837$2018-07-05 17:19:11$share$2036
894$2018-01-08 16:45:18$browse$518
632$2018-02-08 23:42:52$share$1669
986$2018-03-25 01:30:46$giveMark$2046$5
641$2018-10-29 06:49:44$giveMark$1029$1
791$2018-01-12 05:24:44$like$2095
704$2018-03-08 03:35:51$giveMark$208$5
1035$2018-05-28 17:55:39$giveMark$910$3
563$2018-01-13 13:13:00$giveMark$77$1
830$2018-05-06 21:34:15$giveMark$1392$6
340$2018-10-07 00:19:26$like$497
173$2018-04-12 07:12:18$share$744
755$2018-10-03 11:24:08$share$1952
819$2018-09-06 06:04:37$like$511
298$2018-02-24 17:47:13$giveMark$332$2
221$2018-07-17 05:43:34$like$834
732$2018-02-24 11:31:05$like$1171
129$2018-08-05 00:39:58$browse$680
923$2018-08-16 08:27:31$like$1020
247$2018-10-19 02:20:00$like$81
258$2018-04-05 06:29:06$share$1258
359$2018-09-05 22:58:37$share$263
680$2018-04-11 14:35:39$browse$1887
490$2018-04-30 15:39:32$share$376
269$2018-10-30 16:41:16$browse$226
1043$2018-10-30 18:07:57$like$1745
313$2018-10-15 06:25:59$giveMark$937$6
117$2018-07-01 23:39:46$browse$156
605$2018-04-18 09:18:17$browse$151
478$2018-08-22 22:09:13$share$235
752$2018-03-12 07:59:26$browse$166
949$2018-07-13 02:58:37$browse$314
856$2018-07-22 14:19:32$giveMark$2022$6
642$2018-05-14 17:26:18$share$368
597$2018-07-07 05:03:31$giveMark$2076$3
883$2018-01-31 18:46:03$browse$1998
355$2018-06-20 06:33:39$share$1555
942$2018-04-14 02:16:49$giveMark$1414$5
556$2018-07-31 11:05:25$share$294
291$2018-10-10 07:03:04$browse$188
980$2018-02-28 09:06:56$browse$1931
108$2018-01-15 20:50:16$like$600
28$2018-08-31 22:29:09$like$305
816$2018-05-30 19:54:38$browse$1034
97$2018-02-21 23:08:10$browse$1146
245$2018-03-25 20:11:48$browse$1676
949$2018-07-03 05:37:25$giveMark$609$3
988$2018-06-07 07:21:03$share$283
317$2018-07-04 10:13:50$browse$1837
465$2018-03-12 18:59:07$like$1926
678$2018-08-03 21:22:37$giveMark$668$1
604$2018-05-08 11:53:59$browse$1781
799$2018-03-21 13:46:17$browse$1912
1027$2018-07-30 15:26:05$like$970
307$2018-09-04 14:50:42$browse$965
578$2018-07-22 12:25:56$like$811
223$2018-05-12 03:54:49$browse$1432
155$2018-02-14 17:57:22$like$293
257$2018-04-26 02:17:05$share$1289
1034$2018-05-14 23:28:18$share$1786
116$2018-05-14 07:51:57$share$1529
750$2018-07-09 05:09:12$share$4
524$2018-03-07 16:41:06$share$1916
398$2018-02-16 04:19:15$browse$1591
199$2018-03-16 13:31:31$giveMark$592$2
398$2018-08-13 17:50:10$giveMark$1266$10
540$2018-06-01 11:14:53$giveMark$1100$1
331$2018-08-07 23:46:11$browse$854
748$2018-05-03 13:53:52$share$457
890$2018-01-05 11:46:27$share$1893
733$2018-03-14 01:51:14$share$1612
133$2018-06-12 11:07:07$browse$1171
493$2018-01-03 18:08:11$giveMark$2097$9
774$2018-10-13 17:07:55$share$200
483$2018-03-05 17:51:05$share$41
981$2018-07-30 02:39:03$like$844
21$2018-05-13 07:00:03$browse$1092
640$2018-09-18 21:44:26$like$1705
843$2018-07-07 21:50:54$like$1391
293$2018-07-01 17:28:03$share$652
34$2018-02-14 22:18:56$giveMark$599$2
903$2018-05-20 03:22:06$like$908
868$2018-08-21 14:45:52$share$220
135$2018-06-18 02:56:48$share$321
734$2018-03-10 19:36:00$share$2103
987$2018-04-03 14:24:35$giveMark$285$9
626$2018-03-19 22:38:51$like$2067
785$2018-01-28 05:06:04$share$502
9$2018-01-20 23:24:06$browse$1535
366$2018-09-10 11:28:44$like$1065
90$2018-10-22 20:39:08$giveMark$809$2
699$2018-05-05 14:02:35$giveMark$528$4
370$2018-08-05 22:28:06$browse$1780
695$2018-08-21 15:55:10$browse$1061
376$2018-08-17 15:35:09$share$643
396$2018-05-31 00:25:53$giveMark$388$6
413$2018-04-30 09:05:18$like$1595
937$2018-06-21 09:43:47$like$540
730$2018-09-18 17:30:54$share$1332
935$2018-05-30 04:11:58$browse$46
731$2018-01-22 19:30:18$browse$504
354$2018-06-12 02:58:01$share$1684
503$2018-04-22 23:24:24$like$858
968$2018-03-28 14:36:51$like$563
863$2018-04-14 06:26:31$share$2088
483$2018-09-09 22:09:16$share$169
410$2018-09-16 03:26:34$like$1217
507$2018-02-25 21:01:57$share$495
375$2018-03-27 16:50:16$browse$1136
338$2018-08-16 04:04:06$like$1607
990$2018-07-12 11:09:41$browse$1726
846$2018-09-16 06:46:12$browse$1910
450$2018-07-31 03:07:32$like$2099
1033$2018-05-03 21:02:45$browse$27
812$2018-08-28 13:00:30$like$1845
917$2018-07-16 22:23:57$giveMark$1198$2
281$2018-03-27 11:23:58$browse$110
667$2018-02-17 03:21:12$giveMark$1409$5
450$2018-05-21 16:08:47$giveMark$1298$9
400$2018-03-10 18:14:14$browse$1378
132$2018-03-14 11:51:52$giveMark$822$7
253$2018-10-26 14:11:03$like$1614
681$2018-09-16 23:35:44$like$234
489$2018-05-29 01:51:06$browse$687
149$2018-02-20 21:11:32$browse$863
747$2018-07-04 22:59:19$browse$671
413$2018-01-26 01:16:46$giveMark$1850$6
22$2018-01-19 18:44:38$giveMark$1082$7
571$2018-02-17 22:43:36$browse$886
593$2018-02-01 07:08:37$browse$559
961$2018-02-09 11:01:24$like$237
130$2018-03-25 17:50:08$share$1471
210$2018-08-15 07:21:54$browse$1976
33$2018-05-08 21:26:02$like$1340
859$2018-06-25 17:21:40$like$697
240$2018-04-10 13:54:55$like$587
935$2018-09-15 12:02:40$like$1632
352$2018-10-19 00:38:55$share$1330
885$2018-10-16 21:35:14$like$1618
993$2018-06-09 14:39:01$browse$1170
858$2018-06-03 21:29:07$browse$203
581$2018-03-22 00:14:08$like$1229
477$2018-05-20 17:00:52$like$1509
114$2018-08-12 19:37:42$giveMark$1880$9
228$2018-06-15 08:50:05$browse$1086
505$2018-10-18 19:56:45$share$442
401$2018-05-27 12:08:39$share$614
980$2018-04-11 18:53:00$like$1355
481$2018-07-28 08:49:36$share$774
62$2018-03-27 13:26:09$browse$157
838$2018-02-27 21:05:13$like$729
736$2018-10-21 20:06:15$share$190
434$2018-01-12 04:07:38$browse$670
20$2018-07-21 19:56:05$browse$652
929$2018-06-25 17:19:47$browse$1619
61$2018-01-18 13:33:35$browse$2063
138$2018-05-21 23:06:11$like$915
89$2018-09-08 00:27:31$browse$1561
808$2018-09-23 01:15:54$share$385
755$2018-07-12 12:48:45$browse$1521
325$2018-08-04 23:33:39$like$1898
54$2018-07-12 12:22:02$browse$1923
98$2018-10-02 18:21:09$like$103
830$2018-07-29 13:29:59$like$401
485$2018-02-06 16:48:31$share$1400
358$2018-05-30 09:36:28$giveMark$653$5
275$2018-04-21 14:04:21$browse$81
598$2018-04-17 09:03:59$like$500
198$2018-01-13 13:01:45$browse$1472
766$2018-09-07 02:09:26$like$372
999$2018-01-06 14:27:03$share$908
641$2018-05-26 17:40:41$browse$918
989$2018-05-02 06:35:35$like$1287
696$2018-02-13 03:42:43$browse$1148
881$2018-05-03 15:23:18$like$1621
313$2018-04-04 04:25:53$share$1923
981$2018-08-08 00:43:41$browse$98
230$2018-09-14 15:50:26$like$1018
66$2018-04-25 22:29:14$giveMark$631$9
572$2018-04-02 11:06:48$browse$2017
213$2018-02-21 05:58:01$like$1462
977$2018-10-07 00:18:30$browse$1578
207$2018-09-15 10:34:10$giveMark$1521$2
186$2018-02-04 11:38:13$giveMark$923$4
1028$2018-04-19 21:59:11$like$1854
474$2018-10-05 17:13:57$share$1906
163$2018-04-03 10:04:38$share$1605
454$2018-06-13 04:42:30$like$1703
783$2018-06-18 20:11:45$share$2031
70$2018-06-07 14:53:49$browse$1052
624$2018-09-15 07:05:30$browse$777
473$2018-09-24 22:45:56$giveMark$944$1
304$2018-02-22 11:06:31$giveMark$63$1
377$2018-02-18 00:42:41$like$23
297$2018-08-30 07:19:36$share$1728
992$2018-08-29 02:44:02$share$835
93$2018-05-14 05:58:49$share$104
788$2018-09-02 00:57:06$like$1806
806$2018-05-13 08:25:23$like$1817
836$2018-01-22 16:38:39$like$1421
253$2018-05-01 21:38:24$share$136
130$2018-10-17 02:27:55$giveMark$1134$9
796$2018-08-01 11:46:28$giveMark$766$1
212$2018-02-10 18:19:10$giveMark$186$1
839$2018-04-05 02:37:30$share$1484
757$2018-10-19 06:35:56$like$491
851$2018-08-14 19:45:12$share$1117
493$2018-01-29 19:11:55$giveMark$1806$7
151$2018-04-07 21:08:47$giveMark$191$7
1023$2018-07-26 01:03:55$browse$914
768$2018-07-28 22:26:38$share$1986
1026$2018-03-02 16:48:52$like$55
718$2018-04-16 17:12:27$browse$342
717$2018-05-30 00:55:32$giveMark$520$8
648$2018-05-26 23:22:04$like$273
279$2018-02-24 05:41:06$like$832
47$2018-07-06 23:25:11$giveMark$1743$1
831$2018-02-02 23:27:42$like$1840
138$2018-02-07 02:22:13$share$1087
520$2018-06-15 17:15:48$browse$1543
1000$2018-06-14 01:24:47$share$1708
3$2018-08-07 03:03:54$like$376
531$2018-08-13 21:25:44$browse$393
356$2018-04-19 07:43:27$share$1735
394$2018-07-26 19:05:31$share$339
57$2018-03-18 15:57:27$giveMark$1379$8
519$2018-03-05 10:37:15$share$771
412$2018-03-15 00:46:48$giveMark$1685$7
301$2018-04-13 18:17:52$like$705
788$2018-09-26 16:25:58$share$463
350$2018-03-28 07:08:50$share$1905
681$2018-04-19 15:23:00$browse$510
335$2018-05-08 12:48:52$giveMark$1089$3
513$2018-06-01 02:16:11$browse$1768
503$2018-03-24 19:00:35$giveMark$393$4
516$2018-05-20 07:31:59$like$1606
889$2018-06-28 23:48:54$giveMark$1385$8
774$2018-04-18 14:25:49$browse$1211
219$2018-02-07 10:47:45$giveMark$869$10
1011$2018-01-10 03:11:57$like$898
723$2018-03-13 17:14:45$browse$796
893$2018-08-13 08:56:21$giveMark$211$8
998$2018-01-09 04:24:59$browse$460
661$2018-03-28 21:22:49$giveMark$398$5
814$2018-02-14 10:18:33$browse$1568
678$2018-06-20 19:38:39$like$1613
936$2018-03-02 16:26:33$browse$1082
846$2018-05-15 08:07:13$giveMark$2014$5
922$2018-06-27 23:40:43$browse$40
14$2018-03-30 17:30:20$browse$943
771$2018-10-06 08:06:14$browse$586
653$2018-03-01 03:02:16$like$616
792$2018-10-28 02:52:32$giveMark$441$10
472$2018-06-07 02:16:09$giveMark$116$6
565$2018-06-16 20:41:27$like$2066
269$2018-03-07 12:29:22$giveMark$87$4
246$2018-09-09 09:26:55$browse$945
31$2018-09-19 07:39:08$giveMark$2104$5
